sample_num,date_time,cond,temp
823,04/14/18 3:30,25347.8,19.83
824,04/14/18 3:45,25371.4,19.8
825,04/14/18 4:00,25312.4,19.7
826,04/14/18 4:15,25281.1,19.67
827,04/14/18 4:30,25090.4,19.26
828,04/14/18 4:45,24997.8,19.12
829,04/14/18 5:00,25160.1,19.22
830,04/14/18 5:15,25073,19.18
831,04/14/18 5:30,24638.9,18.69
832,04/14/18 5:45,24515.6,18.38
833,04/14/18 6:00,24463.5,18.21
834,04/14/18 6:15,24365.5,18.01
835,04/14/18 6:30,24389.5,17.99
836,04/14/18 6:45,24319.5,17.89
837,04/14/18 7:00,24213.3,17.82
838,04/14/18 7:15,24282.8,17.82
839,04/14/18 7:30,24270,17.78
840,04/14/18 7:45,24206,17.83
841,04/14/18 8:00,24262.6,17.9
842,04/14/18 8:15,24231.5,17.89
843,04/14/18 8:30,24288.3,17.83
844,04/14/18 8:45,24176.8,17.82
845,04/14/18 9:00,24273.6,17.83
846,04/14/18 9:15,24304.8,17.87
847,04/14/18 9:30,24255.3,17.83
848,04/14/18 9:45,24428.3,18.16
849,04/14/18 10:00,24409.8,18.12
850,04/14/18 10:15,24420.9,18.27
851,04/14/18 10:30,24400.6,18.13
852,04/14/18 10:45,24354.5,18.21
853,04/14/18 11:00,24330.5,18.23
854,04/14/18 11:15,24428.3,18.31
855,04/14/18 11:30,24450.6,18.46
856,04/14/18 11:45,24303,18.53
857,04/14/18 12:00,24376.6,18.54
858,04/14/18 12:15,24640.8,19.13
859,04/14/18 12:30,25888.7,21.71
860,04/14/18 12:45,26021.9,22.12
861,04/14/18 13:00,26198,22.49
862,04/14/18 13:15,26092.1,22.49
863,04/14/18 13:30,26292.1,22.73
864,04/14/18 13:45,26395.3,22.95
865,04/14/18 14:00,26206.4,23.06
866,04/14/18 14:15,26625.3,23.32
867,04/14/18 14:30,26655.4,23.56
868,04/14/18 14:45,26806.8,23.8
869,04/14/18 15:00,26787.2,24
870,04/14/18 15:15,26937.8,24.17
871,04/14/18 15:30,26986.1,24.27
872,04/14/18 15:45,27025.8,24.31
873,04/14/18 16:00,27021.4,24.39
874,04/14/18 16:15,27005.9,24.38
875,04/14/18 16:30,27010.3,24.39
876,04/14/18 16:45,27054.5,24.54
877,04/14/18 17:00,27114.3,24.6
878,04/14/18 17:15,27054.5,24.61
879,04/14/18 17:30,27094.3,24.65
880,04/14/18 17:45,27074.4,24.63
881,04/14/18 18:00,27028,24.64
882,04/14/18 18:15,27016.9,24.55
883,04/14/18 18:30,27047.9,24.62
884,04/14/18 18:45,26931.2,24.46
885,04/14/18 19:00,26970.7,24.42
886,04/14/18 19:15,26942.2,24.31
887,04/14/18 19:30,26966.3,24.46
888,04/14/18 19:45,27061.1,24.5
889,04/14/18 20:00,27036.8,24.45
890,04/14/18 20:15,26979.5,24.36
891,04/14/18 20:30,26769.8,23.94
892,04/14/18 20:45,26852.5,24.11
893,04/14/18 21:00,26741.7,24.18
894,04/14/18 21:15,26841.6,24.09
895,04/14/18 21:30,26724.4,23.88
896,04/14/18 21:45,26556.8,23.81
897,04/14/18 22:00,26696.3,23.69
898,04/14/18 22:15,26573.9,23.51
899,04/14/18 22:30,26597.4,23.48
900,04/14/18 22:45,26495,23.33
901,04/14/18 23:00,26458.8,23.11
902,04/14/18 23:15,26469.4,22.73
903,04/14/18 23:30,26431.3,22.5
904,04/14/18 23:45,26374.2,22.07
905,04/15/18 0:00,26342.6,21.93
906,04/15/18 0:15,26330,22.13
907,04/15/18 0:30,26325.8,22.07
908,04/15/18 0:45,26302.6,22.03
909,04/15/18 1:00,26206.4,21.9
910,04/15/18 1:15,26044.6,21.75
911,04/15/18 1:30,25829.6,21.59
912,04/15/18 1:45,25793.1,21.52
913,04/15/18 2:00,25758.7,21.35
914,04/15/18 2:15,25579.7,21.11
915,04/15/18 2:30,25482.2,21.03
916,04/15/18 2:45,25504,21.02
917,04/15/18 3:00,25561.8,20.95
918,04/15/18 3:15,25432.6,20.8
919,04/15/18 3:30,25345.8,20.66
920,04/15/18 3:45,25460.3,20.7
921,04/15/18 4:00,25478.2,20.69
922,04/15/18 4:15,25615.8,20.72
923,04/15/18 4:30,25541.8,20.69
924,04/15/18 4:45,25597.7,20.7
925,04/15/18 5:00,25587.7,20.7
926,04/15/18 5:15,25545.8,20.6
927,04/15/18 5:30,25478.2,20.46
928,04/15/18 5:45,25326.2,20.34
929,04/15/18 6:00,25156.2,20.08
930,04/15/18 6:15,25253.7,20.2
931,04/15/18 6:30,25314.4,20.22
932,04/15/18 6:45,25408.9,20.15
933,04/15/18 7:00,25416.8,20.07
934,04/15/18 7:15,24955.6,19.65
935,04/15/18 7:30,24627.7,19.4
936,04/15/18 7:45,24663.4,19.18
937,04/15/18 8:00,24748.2,19.32
938,04/15/18 8:15,24616.4,19.34
939,04/15/18 8:30,24812.6,19.48
940,04/15/18 8:45,24640.8,19.52
941,04/15/18 9:00,25698.1,20.33
942,04/15/18 9:15,25283,19.96
943,04/15/18 9:30,25230.2,20.01
944,04/15/18 9:45,25156.2,19.95
945,04/15/18 10:00,25109.7,19.96
946,04/15/18 10:15,25216.6,19.97
947,04/15/18 10:30,24992.1,20.03
948,04/15/18 10:45,24595.8,20.13
949,04/15/18 11:00,24881.1,20.38
950,04/15/18 11:15,25094.2,20.72
951,04/15/18 11:30,25369.4,21.15
952,04/15/18 11:45,25424.7,21.24
953,04/15/18 12:00,25428.7,21.39
954,04/15/18 12:15,25478.2,21.38
955,04/15/18 12:30,25456.4,21.45
956,04/15/18 12:45,25547.8,21.61
957,04/15/18 13:00,25686,21.85
958,04/15/18 13:15,25750.6,21.91
959,04/15/18 13:30,25736.4,21.96
960,04/15/18 13:45,25795.1,22.01
961,04/15/18 14:00,25653.9,22.14
962,04/15/18 14:15,25801.2,22.18
963,04/15/18 14:30,25854,22.24
964,04/15/18 14:45,25858.1,22.29
965,04/15/18 15:00,25929.6,22.41
966,04/15/18 15:15,25923.4,22.51
967,04/15/18 15:30,26013.7,22.68
968,04/15/18 15:45,26096.3,22.86
969,04/15/18 16:00,26125.3,22.94
970,04/15/18 16:15,26152.3,22.96
971,04/15/18 16:30,26218.9,23.02
972,04/15/18 16:45,26152.3,23.02
973,04/15/18 17:00,26162.7,22.98
974,04/15/18 17:15,26119.1,22.95
975,04/15/18 17:30,26168.9,23.03
976,04/15/18 17:45,26173.1,23.1
977,04/15/18 18:00,26231.4,23.16
978,04/15/18 18:15,26198,23.16
979,04/15/18 18:30,26216.8,23.17
980,04/15/18 18:45,26218.9,23.01
981,04/15/18 19:00,26042.6,22.83
982,04/15/18 19:15,26106.6,22.87
983,04/15/18 19:30,26133.6,22.89
984,04/15/18 19:45,26123.2,22.84
985,04/15/18 20:00,26218.9,22.81
986,04/15/18 20:15,26185.5,22.86
987,04/15/18 20:30,26156.4,22.86
988,04/15/18 20:45,26177.2,22.84
989,04/15/18 21:00,25989,22.69
990,04/15/18 21:15,25647.8,22.39
991,04/15/18 21:30,25663.9,22.14
992,04/15/18 21:45,25732.4,22.22
993,04/15/18 22:00,25710.2,22.14
994,04/15/18 22:15,25643.8,21.97
995,04/15/18 22:30,25653.9,21.88
996,04/15/18 22:45,27185.5,22.35
997,04/15/18 23:00,28145,22.08
998,04/15/18 23:15,28195.1,22.2
999,04/15/18 23:30,28173.6,22.16
1000,04/15/18 23:45,28327.3,21.93
1001,04/16/18 0:00,27673.5,22.01
1002,04/16/18 0:15,28057,22.09
1003,04/16/18 0:30,28064.1,22.12
1004,04/16/18 0:45,27885,21.92
1005,04/16/18 1:00,27549.4,21.74
1006,04/16/18 1:15,27558.5,21.69
1007,04/16/18 1:30,27399.1,21.62
1008,04/16/18 1:45,27331.3,21.59
1009,04/16/18 2:00,27158.8,21.6
1010,04/16/18 2:15,27178.9,21.54
1011,04/16/18 2:30,27237,21.51
1012,04/16/18 2:45,27331.3,21.6
1013,04/16/18 3:00,25308.5,21.53
1014,04/16/18 3:15,27537.9,21.54
1015,04/16/18 3:30,27533.3,21.51
1016,04/16/18 3:45,27331.3,21.4
1017,04/16/18 4:00,27210.1,21.26
1018,04/16/18 4:15,27408.2,21.29
1019,04/16/18 4:30,27613.6,21.38
1020,04/16/18 4:45,27490,21.39
1021,04/16/18 5:00,27272.8,21.25
1022,04/16/18 5:15,27356.1,21.18
1023,04/16/18 5:30,27299.8,21.1
1024,04/16/18 5:45,27387.8,21.11
1025,04/16/18 6:00,27272.8,20.96
1026,04/16/18 6:15,27613.6,21.31
1027,04/16/18 6:30,27735.9,21.32
1028,04/16/18 6:45,27694.2,21.22
1029,04/16/18 7:00,27622.8,21.08
1030,04/16/18 7:15,27565.4,21.13
1031,04/16/18 7:30,27560.8,21.24
1032,04/16/18 7:45,27759.1,21.33
1033,04/16/18 8:00,27754.5,21.33
1034,04/16/18 8:15,27401.4,21.17
1035,04/16/18 8:30,26486.4,20.16
1036,04/16/18 8:45,24248,17.98
1037,04/16/18 9:00,24200.5,17.92
1038,04/16/18 9:15,23914.9,17.79
1039,04/16/18 9:30,24310.3,18
1040,04/16/18 9:45,24532.3,18.19
1041,04/16/18 10:00,24642.7,18.31
1042,04/16/18 10:15,24736.8,18.46
1043,04/16/18 10:30,24767.1,18.53
1044,04/16/18 10:45,24793.6,18.58
1045,04/16/18 11:00,24938.4,18.74
1046,04/16/18 11:15,24793.6,18.74
1047,04/16/18 11:30,24806.9,18.91
1048,04/16/18 11:45,24953.7,18.96
1049,04/16/18 12:00,25271.3,19.37
1050,04/16/18 12:15,25166,19.28
1051,04/16/18 12:30,25339.9,19.48
1052,04/16/18 12:45,25257.6,19.7
1053,04/16/18 13:00,25359.6,19.77
1054,04/16/18 13:15,25551.8,20.73
1055,04/16/18 13:30,25527.9,20.36
1056,04/16/18 13:45,25665.9,20.68
1057,04/16/18 14:00,25694.1,20.75
1058,04/16/18 14:15,25738.5,20.57
1059,04/16/18 14:30,25905,20.71
1060,04/16/18 14:45,25888.7,20.92
1061,04/16/18 15:00,25911.2,21.08
1062,04/16/18 15:15,26009.6,21.14
1063,04/16/18 15:30,25987,21.25
1064,04/16/18 15:45,26048.7,21.39
1065,04/16/18 16:00,26059.1,21.54
1066,04/16/18 16:15,26094.2,21.6
1067,04/16/18 16:30,26106.6,21.62
1068,04/16/18 16:45,26131.5,21.7
1069,04/16/18 17:00,26160.6,21.76
1070,04/16/18 17:15,26158.5,21.77
1071,04/16/18 17:30,26135.6,21.74
1072,04/16/18 17:45,26088,21.68
1073,04/16/18 18:00,26044.6,21.61
1074,04/16/18 18:15,26040.5,21.53
1075,04/16/18 18:30,25982.9,21.41
1076,04/16/18 18:45,25931.6,21.29
1077,04/16/18 19:00,25841.8,21.11
1078,04/16/18 19:15,25726.3,20.94
1079,04/16/18 19:30,25659.9,20.81
1080,04/16/18 19:45,25639.8,20.69
1081,04/16/18 20:00,25601.7,20.56
1082,04/16/18 20:15,25553.8,20.41
1083,04/16/18 20:30,25460.3,20.22
1084,04/16/18 20:45,26859,20.7
1085,04/16/18 21:00,27118.8,20.88
1086,04/16/18 21:15,27313.3,21
1087,04/16/18 21:30,26743.9,20.57
1088,04/16/18 21:45,25903,19.87
1089,04/16/18 22:00,25067.2,19.23
1090,04/16/18 22:15,25046,19.05
1091,04/16/18 22:30,24949.9,18.9
1092,04/16/18 22:45,25034.4,18.87
1093,04/16/18 23:00,24867.7,18.61
1094,04/16/18 23:15,26885.2,20.01
1095,04/16/18 23:30,26913.7,20.01
1096,04/16/18 23:45,26503.5,19.63
1097,04/17/18 0:00,26395.3,19.38
1098,04/17/18 0:15,24765.2,18.16
1099,04/17/18 0:30,24511.9,17.72
1100,04/17/18 0:45,24493.3,17.57
1101,04/17/18 1:00,24408,17.42
1102,04/17/18 1:15,24345.3,17.17
1103,04/17/18 1:30,24242.5,17.04
1104,04/17/18 1:45,24402.4,17.18
1105,04/17/18 2:00,24640.8,17.31
1106,04/17/18 2:15,24778.5,17.41
1107,04/17/18 2:30,25156.2,17.71
1108,04/17/18 2:45,26258.6,18.34
1109,04/17/18 3:00,28320.1,19.42
1110,04/17/18 3:15,28028.6,19.04
1111,04/17/18 3:30,29062.7,20.26
1112,04/17/18 3:45,28185.6,19.07
1113,04/17/18 4:00,27052.3,17.65
1114,04/17/18 4:15,26835,17.3
1115,04/17/18 4:30,26657.5,17.1
1116,04/17/18 4:45,26597.4,17.12
1117,04/17/18 5:00,26544,17.14
1118,04/17/18 5:15,26431.3,17.18
1119,04/17/18 5:30,26612.4,17.33
1120,04/17/18 5:45,26743.9,17.47
1121,04/17/18 6:00,26704.9,17.41
1122,04/17/18 6:15,26750.3,17.42
1123,04/17/18 6:30,26739.5,17.44
1124,04/17/18 6:45,26724.4,17.46
1125,04/17/18 7:00,26668.3,17.38
1126,04/17/18 7:15,26618.9,17.37
1127,04/17/18 7:30,26599.6,17.33
1128,04/17/18 7:45,26599.6,17.38
1129,04/17/18 8:00,26666.1,17.34
1130,04/17/18 8:15,26750.3,17.45
1131,04/17/18 8:30,26586.7,17.24
1132,04/17/18 8:45,25665.9,16.2
1133,04/17/18 9:00,23963.3,15.12
1134,04/17/18 9:15,24035.4,15.26
1135,04/17/18 9:30,24026.3,15.09
1136,04/17/18 9:45,23854.1,14.89
1137,04/17/18 10:00,23979.5,15.23
1138,04/17/18 10:15,24156.8,15.48
1139,04/17/18 10:30,24378.4,15.75
1140,04/17/18 10:45,24350.8,15.84
1141,04/17/18 11:00,24384,15.87
1142,04/17/18 11:15,24685.9,16.32
1143,04/17/18 11:30,24875.4,16.62
1144,04/17/18 11:45,25102,16.88
1145,04/17/18 12:00,25094.2,16.93
1146,04/17/18 12:15,25127.1,17.01
1147,04/17/18 12:30,25228.3,17.23
1148,04/17/18 12:45,25326.2,17.42
1149,04/17/18 13:00,25426.7,17.63
1150,04/17/18 13:15,25412.8,17.72
1151,04/17/18 13:30,25486.1,17.87
1152,04/17/18 13:45,25601.7,18.06
1153,04/17/18 14:00,25740.5,18.42
1154,04/17/18 14:15,25764.7,18.54
1155,04/17/18 14:30,25919.3,18.85
1156,04/17/18 14:45,25984.9,19.02
1157,04/17/18 15:00,26110.8,19.28
1158,04/17/18 15:15,26235.6,19.38
1159,04/17/18 15:30,26258.6,19.47
1160,04/17/18 15:45,26323.6,19.67
1161,04/17/18 16:00,26391.1,19.92
1162,04/17/18 16:15,26501.3,20.33
1163,04/17/18 16:30,26446.1,20.24
1164,04/17/18 16:45,26509.9,20.35
1165,04/17/18 17:00,26618.9,20.26
1166,04/17/18 17:15,26509.9,20.1
1167,04/17/18 17:30,26435.5,20.15
1168,04/17/18 17:45,26633.9,20.27
1169,04/17/18 18:00,26629.6,20.28
1170,04/17/18 18:15,26606,20.35
1171,04/17/18 18:30,26674.8,20.3
1172,04/17/18 18:45,26674.8,20.24
1173,04/17/18 19:00,26861.2,20.35
1174,04/17/18 19:15,27034.6,20.42
1175,04/17/18 19:30,27798.6,20.92
1176,04/17/18 19:45,29027.2,21.45
1177,04/17/18 20:00,29251.8,21.51
1178,04/17/18 20:15,29105.9,21.45
1179,04/17/18 20:30,28986.7,21.44
1180,04/17/18 20:45,29167.2,21.39
1181,04/17/18 21:00,28659.5,21.24
1182,04/17/18 21:15,28216.7,21.14
1183,04/17/18 21:30,27724.3,20.94
1184,04/17/18 21:45,28042.8,20.99
1185,04/17/18 22:00,27565.4,20.42
1186,04/17/18 22:15,27458.1,20.31
1187,04/17/18 22:30,27453.6,20.22
1188,04/17/18 22:45,27163.3,20
1189,04/17/18 23:00,27078.8,19.98
1190,04/17/18 23:15,26957.5,19.87
1191,04/17/18 23:30,27023.6,19.87
1192,04/17/18 23:45,27172.2,20.04
1193,04/18/18 0:00,27553.9,20.26
1194,04/18/18 0:15,27576.8,20.46
1195,04/18/18 0:30,28104.5,20.71
1196,04/18/18 0:45,28341.8,20.87
1197,04/18/18 1:00,28531.6,20.96
1198,04/18/18 1:15,28642.2,21.05
1199,04/18/18 1:30,28706.5,21.06
1200,04/18/18 1:45,28475.4,20.95
1201,04/18/18 2:00,28689.2,21.05
1202,04/18/18 2:15,28848.5,21.09
1203,04/18/18 2:30,28758.6,21.07
1204,04/18/18 2:45,28771.1,21.08
1205,04/18/18 3:00,28843.4,21.08
1206,04/18/18 3:15,28706.5,21.01
1207,04/18/18 3:30,28796,21.01
1208,04/18/18 3:45,28713.9,20.92
1209,04/18/18 4:00,28666.9,20.92
1210,04/18/18 4:15,28538.9,20.84
1211,04/18/18 4:30,28475.4,20.72
1212,04/18/18 4:45,28400,20.63
1213,04/18/18 5:00,28195.1,20.48
1214,04/18/18 5:15,28283.9,20.42
1215,04/18/18 5:30,28245.5,20.38
1216,04/18/18 5:45,28228.7,20.31
1217,04/18/18 6:00,28137.8,20.16
1218,04/18/18 6:15,27833.6,19.94
1219,04/18/18 6:30,27657.3,19.63
1220,04/18/18 6:45,27632,19.58
1221,04/18/18 7:00,27648.1,19.49
1222,04/18/18 7:15,27576.8,19.4
1223,04/18/18 7:30,27576.8,19.35
1224,04/18/18 7:45,27849.9,19.63
1225,04/18/18 8:00,27798.6,19.52
1226,04/18/18 8:15,27652.7,19.35
1227,04/18/18 8:30,27299.8,18.96
1228,04/18/18 8:45,27710.4,19.38
1229,04/18/18 9:00,27661.9,19.49
1230,04/18/18 9:15,27645.8,19.52
1231,04/18/18 9:30,28183.2,19.93
1232,04/18/18 9:45,28080.7,19.82
1233,04/18/18 10:00,27544.8,19.41
1234,04/18/18 10:15,27521.9,19.38
1235,04/18/18 10:30,28147.4,20.01
1236,04/18/18 10:45,27770.7,19.86
1237,04/18/18 11:00,26659.7,19.19
1238,04/18/18 11:15,1765.4,15.37
1239,04/18/18 11:30,487,17.44
1240,04/18/18 11:45,265.3,17.83
